i,j,similarity,dataset_i,dataset_j,level_i,level_j
5686,2095,0.5384,deplain_apa_doc,apa_lha,A2,A2
5687,2201,0.4301,deplain_apa_doc,apa_lha,A2,A2
5688,2193,0.4819,deplain_apa_doc,apa_lha,A2,A2
5689,3939,0.5366,deplain_apa_doc,apa_lha,A2,B1
5690,2052,0.5334,deplain_apa_doc,apa_lha,A2,A2
5691,3626,0.469,deplain_apa_doc,apa_lha,A2,B1
5692,2803,0.3257,deplain_apa_doc,apa_lha,A2,A2
5693,1872,0.6088,deplain_apa_doc,apa_lha,A2,A2
5694,2011,0.5176,deplain_apa_doc,apa_lha,A2,A2
5695,2345,0.6699,deplain_apa_doc,apa_lha,A2,A2
5696,2061,0.3834,deplain_apa_doc,apa_lha,A2,A2
5697,1971,0.5628,deplain_apa_doc,apa_lha,A2,A2
5698,2080,0.4737,deplain_apa_doc,apa_lha,A2,A2
5699,2365,0.4606,deplain_apa_doc,apa_lha,A2,A2
5700,2136,0.5668,deplain_apa_doc,apa_lha,A2,A2
5701,2417,0.4901,deplain_apa_doc,apa_lha,A2,A2
5702,2338,0.5309,deplain_apa_doc,apa_lha,A2,A2
5703,3779,0.5197,deplain_apa_doc,apa_lha,A2,B1
5704,2289,0.4548,deplain_apa_doc,apa_lha,A2,A2
5705,3870,0.5005,deplain_apa_doc,apa_lha,A2,B1
5706,2125,0.5634,deplain_apa_doc,apa_lha,A2,A2
5707,3907,0.5118,deplain_apa_doc,apa_lha,A2,B1
5708,2278,0.4706,deplain_apa_doc,apa_lha,A2,A2
5709,2285,0.5256,deplain_apa_doc,apa_lha,A2,A2
5710,2261,0.4636,deplain_apa_doc,apa_lha,A2,A2
5711,1872,0.6028,deplain_apa_doc,apa_lha,A2,A2
5712,1861,0.4773,deplain_apa_doc,apa_lha,A2,A2
5713,3883,0.4757,deplain_apa_doc,apa_lha,A2,B1
5714,1904,0.4634,deplain_apa_doc,apa_lha,A2,A2
5715,1861,0.5142,deplain_apa_doc,apa_lha,A2,A2
5716,1923,0.4764,deplain_apa_doc,apa_lha,A2,A2
5717,1975,0.5978,deplain_apa_doc,apa_lha,A2,A2
5718,2183,0.4978,deplain_apa_doc,apa_lha,A2,A2
5719,2261,0.4821,deplain_apa_doc,apa_lha,A2,A2
5720,1927,0.4925,deplain_apa_doc,apa_lha,A2,A2
5721,2321,0.6499,deplain_apa_doc,apa_lha,A2,A2
5722,1929,0.5191,deplain_apa_doc,apa_lha,A2,A2
5723,1872,0.6486,deplain_apa_doc,apa_lha,A2,A2
5724,2249,0.5116,deplain_apa_doc,apa_lha,A2,A2
5725,2125,0.5047,deplain_apa_doc,apa_lha,A2,A2
5726,2120,0.5623,deplain_apa_doc,apa_lha,A2,A2
5727,2117,0.5225,deplain_apa_doc,apa_lha,A2,A2
5728,2358,0.4551,deplain_apa_doc,apa_lha,A2,A2
5729,2036,0.3932,deplain_apa_doc,apa_lha,A2,A2
5730,2020,0.4867,deplain_apa_doc,apa_lha,A2,A2
5731,2306,0.4848,deplain_apa_doc,apa_lha,A2,A2
5732,2058,0.6556,deplain_apa_doc,apa_lha,A2,A2
5733,2322,0.5644,deplain_apa_doc,apa_lha,A2,A2
5734,2159,0.5077,deplain_apa_doc,apa_lha,A2,A2
5735,2112,0.5414,deplain_apa_doc,apa_lha,A2,A2
5736,2115,0.4689,deplain_apa_doc,apa_lha,A2,A2
5737,1906,0.3645,deplain_apa_doc,apa_lha,A2,A2
5738,2131,0.4884,deplain_apa_doc,apa_lha,A2,A2
5739,2115,0.463,deplain_apa_doc,apa_lha,A2,A2
5740,2356,0.5359,deplain_apa_doc,apa_lha,A2,A2
5741,1559,0.4726,deplain_apa_doc,apa_lha,A2,A2
5742,2430,0.4712,deplain_apa_doc,apa_lha,A2,A2
5743,2178,0.3974,deplain_apa_doc,apa_lha,A2,A2
5744,2037,0.4115,deplain_apa_doc,apa_lha,A2,A2
5745,3819,0.5793,deplain_apa_doc,apa_lha,A2,B1
5746,2327,0.6288,deplain_apa_doc,apa_lha,A2,A2
5747,2292,0.4498,deplain_apa_doc,apa_lha,A2,A2
5748,4058,0.5965,deplain_apa_doc,apa_lha,A2,B1
5749,2417,0.5239,deplain_apa_doc,apa_lha,A2,A2
5750,4078,0.4797,deplain_apa_doc,apa_lha,A2,B1
5751,2400,0.4705,deplain_apa_doc,apa_lha,A2,A2
5752,3751,0.4481,deplain_apa_doc,apa_lha,A2,B1
5753,2432,0.3701,deplain_apa_doc,apa_lha,A2,A2
5754,2471,0.5166,deplain_apa_doc,apa_lha,A2,A2
5755,2498,0.4962,deplain_apa_doc,apa_lha,A2,A2
5756,4051,0.5238,deplain_apa_doc,apa_lha,A2,B1
5757,2411,0.4838,deplain_apa_doc,apa_lha,A2,A2
5758,2479,0.4535,deplain_apa_doc,apa_lha,A2,A2
5759,2513,0.4087,deplain_apa_doc,apa_lha,A2,A2
5760,2401,0.5238,deplain_apa_doc,apa_lha,A2,A2
5761,2516,0.6422,deplain_apa_doc,apa_lha,A2,A2
5762,2386,0.7022,deplain_apa_doc,apa_lha,A2,A2
5763,2430,0.6605,deplain_apa_doc,apa_lha,A2,A2
5764,2454,0.5466,deplain_apa_doc,apa_lha,A2,A2
5765,4097,0.549,deplain_apa_doc,apa_lha,A2,B1
5766,2436,0.4817,deplain_apa_doc,apa_lha,A2,A2
5767,2415,0.492,deplain_apa_doc,apa_lha,A2,A2
5768,2473,0.5839,deplain_apa_doc,apa_lha,A2,A2
5769,2447,0.3998,deplain_apa_doc,apa_lha,A2,A2
5770,2448,0.5136,deplain_apa_doc,apa_lha,A2,A2
5771,3049,0.4347,deplain_apa_doc,apa_lha,A2,A2
5772,2442,0.4355,deplain_apa_doc,apa_lha,A2,A2
5773,2405,0.5529,deplain_apa_doc,apa_lha,A2,A2
5774,4005,0.5583,deplain_apa_doc,apa_lha,A2,B1
5775,2458,0.4409,deplain_apa_doc,apa_lha,A2,A2
5776,2482,0.5448,deplain_apa_doc,apa_lha,A2,A2
5777,2524,0.4504,deplain_apa_doc,apa_lha,A2,A2
5778,2490,0.5166,deplain_apa_doc,apa_lha,A2,A2
5779,4068,0.3955,deplain_apa_doc,apa_lha,A2,B1
5780,2463,0.5517,deplain_apa_doc,apa_lha,A2,A2
5781,2393,0.5307,deplain_apa_doc,apa_lha,A2,A2
5782,2502,0.5488,deplain_apa_doc,apa_lha,A2,A2
5783,2397,0.5151,deplain_apa_doc,apa_lha,A2,A2
5784,2488,0.4268,deplain_apa_doc,apa_lha,A2,A2
5785,2358,0.4129,deplain_apa_doc,apa_lha,A2,A2
5786,2520,0.4691,deplain_apa_doc,apa_lha,A2,A2
5787,2515,0.481,deplain_apa_doc,apa_lha,A2,A2
5788,2391,0.3779,deplain_apa_doc,apa_lha,A2,A2
5789,2511,0.5263,deplain_apa_doc,apa_lha,A2,A2
5790,2511,0.5639,deplain_apa_doc,apa_lha,A2,A2
5791,2529,0.3966,deplain_apa_doc,apa_lha,A2,A2
5792,2261,0.4521,deplain_apa_doc,apa_lha,A2,A2
5793,2974,0.5466,deplain_apa_doc,apa_lha,A2,A2
5794,2491,0.4012,deplain_apa_doc,apa_lha,A2,A2
5795,4482,0.5013,deplain_apa_doc,apa_lha,A2,B1
5796,2464,0.4585,deplain_apa_doc,apa_lha,A2,A2
5797,1989,0.5168,deplain_apa_doc,apa_lha,A2,A2
5798,2052,0.2859,deplain_apa_doc,apa_lha,A2,A2
5799,2261,0.4175,deplain_apa_doc,apa_lha,A2,A2
5800,4055,0.2968,deplain_apa_doc,apa_lha,A2,B1
5801,2004,0.3999,deplain_apa_doc,apa_lha,A2,A2
5802,1559,0.4984,deplain_apa_doc,apa_lha,A2,A2
5803,2386,0.4492,deplain_apa_doc,apa_lha,A2,A2
5804,3144,0.4115,deplain_apa_doc,apa_lha,A2,A2
